post_title,post_name,post_parent,ID,sku,parent_sku,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:giftcard-category,meta:care_code,meta:hubwoo_ecomm_invalid_pro,meta:hubwoo_ecomm_pro_id,meta:mc4wp_updated_at,meta:selected_images_categories,meta:total_sales,meta:attribute_pa_colour,meta:attribute_pa_seats,meta:attribute_pa_size,meta:attribute_pa_upholstery,meta:attribute_sizes,attribute:brands,attribute_data:brands,attribute_default:brands,attribute:pa_abrasion-test,attribute_data:pa_abrasion-test,attribute_default:pa_abrasion-test,attribute:pa_availability,attribute_data:pa_availability,attribute_default:pa_availability,attribute:pa_back,attribute_data:pa_back,attribute_default:pa_back,attribute:pa_base,attribute_data:pa_base,attribute_default:pa_base,attribute:pa_bed-size,attribute_data:pa_bed-size,attribute_default:pa_bed-size,attribute:pa_body,attribute_data:pa_body,attribute_default:pa_body,attribute:pa_brand-name,attribute_data:pa_brand-name,attribute_default:pa_brand-name,attribute:pa_brands,attribute_data:pa_brands,attribute_default:pa_brands,attribute:pa_clasps,attribute_data:pa_clasps,attribute_default:pa_clasps,attribute:pa_collection,attribute_data:pa_collection,attribute_default:pa_collection,attribute:pa_colour,attribute_data:pa_colour,attribute_default:pa_colour,attribute:pa_composition,attribute_data:pa_composition,attribute_default:pa_composition,attribute:pa_current-deal,attribute_data:pa_current-deal,attribute_default:pa_current-deal,attribute:pa_delivery,attribute_data:pa_delivery,attribute_default:pa_delivery,attribute:pa_design,attribute_data:pa_design,attribute_default:pa_design,attribute:pa_design-name,attribute_data:pa_design-name,attribute_default:pa_design-name,attribute:pa_design-style,attribute_data:pa_design-style,attribute_default:pa_design-style,attribute:pa_detailing,attribute_data:pa_detailing,attribute_default:pa_detailing,attribute:pa_end-use,attribute_data:pa_end-use,attribute_default:pa_end-use,attribute:pa_fabric,attribute_data:pa_fabric,attribute_default:pa_fabric,attribute:pa_feet,attribute_data:pa_feet,attribute_default:pa_feet,attribute:pa_fill,attribute_data:pa_fill,attribute_default:pa_fill,attribute:pa_frame,attribute_data:pa_frame,attribute_default:pa_frame,attribute:pa_frame-and-legs,attribute_data:pa_frame-and-legs,attribute_default:pa_frame-and-legs,attribute:pa_handles,attribute_data:pa_handles,attribute_default:pa_handles,attribute:pa_horizontal-pattern-repeat,attribute_data:pa_horizontal-pattern-repeat,attribute_default:pa_horizontal-pattern-repeat,attribute:pa_inslay,attribute_data:pa_inslay,attribute_default:pa_inslay,attribute:pa_leather,attribute_data:pa_leather,attribute_default:pa_leather,attribute:pa_legs,attribute_data:pa_legs,attribute_default:pa_legs,attribute:pa_legs-colour,attribute_data:pa_legs-colour,attribute_default:pa_legs-colour,attribute:pa_match,attribute_data:pa_match,attribute_default:pa_match,attribute:pa_material,attribute_data:pa_material,attribute_default:pa_material,attribute:pa_metal,attribute_data:pa_metal,attribute_default:pa_metal,attribute:pa_origin,attribute_data:pa_origin,attribute_default:pa_origin,attribute:pa_pattern,attribute_data:pa_pattern,attribute_default:pa_pattern,attribute:pa_pattern-repeat,attribute_data:pa_pattern-repeat,attribute_default:pa_pattern-repeat,attribute:pa_roll-length,attribute_data:pa_roll-length,attribute_default:pa_roll-length,attribute:pa_rub-test,attribute_data:pa_rub-test,attribute_default:pa_rub-test,attribute:pa_seat-and-back,attribute_data:pa_seat-and-back,attribute_default:pa_seat-and-back,attribute:pa_seats,attribute_data:pa_seats,attribute_default:pa_seats,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,attribute:pa_sold-by,attribute_data:pa_sold-by,attribute_default:pa_sold-by,attribute:pa_table-materials,attribute_data:pa_table-materials,attribute_default:pa_table-materials,attribute:pa_tabletop,attribute_data:pa_tabletop,attribute_default:pa_tabletop,attribute:pa_top,attribute_data:pa_top,attribute_default:pa_top,attribute:pa_upholstery,attribute_data:pa_upholstery,attribute_default:pa_upholstery,attribute:pa_upholstry,attribute_data:pa_upholstry,attribute_default:pa_upholstry,attribute:pa_vertical-pattern-repeat,attribute_data:pa_vertical-pattern-repeat,attribute_default:pa_vertical-pattern-repeat,attribute:pa_wide-width,attribute_data:pa_wide-width,attribute_default:pa_wide-width,attribute:pa_width,attribute_data:pa_width,attribute_default:pa_width,attribute:pa_wood,attribute_data:pa_wood,attribute_default:pa_wood,attribute:sizes,attribute_data:sizes,attribute_default:sizes
John Derian Fabric Captain Thomas Brown'S Shells - Sepia,variation-999536808-of-john-derian-fabric-captain-thomas-browns-shells,999535187,999536813,FJD6003-01,FJD6003-01-P,,,Free Shipping,,,,1416852027,,,0,Sepia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Derian Fabric Captain Thomas Brown'S Shells - Oyster,variation-999536812-of-john-derian-fabric-captain-thomas-browns-shells,999535187,999536815,FJD6003-02,FJD6003-01-P,,,Free Shipping,,,,1416854865,,,0,Oyster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Derian Fabric The Rose,john-derian-fabric-the-rose,,999535191,FJD6006-01-P,,Fabric > Curtains,,Free Shipping,,,yes,,2022-04-15T11:53:48+00:00,,0,,,,,,,,,,,,Delivery 3 weeks after ordering. Order now,15|1|0,,,,,,,,,,,,,,,,,John Derian Fabric,1|1|0,,,,,Picture Book Prints,2|1|0,,Sepia|Swedish Blue|Tuberose,4|1|1,Sepia,60% Linen 30% Cotton 10% Polyamide,7|1|0,,,,,Free,16|1|0,,,,,The Rose,3|1|0,,Modern Contemporary,5|1|0,,,,,"Blinds &amp; Accessories (Cushions &amp; Loose Covers), Drapery, Upholstery - General Domestic",11|1|0,,,,,,,,,,,,,,,,,,,,140Cm,9|1|0,,,,,,,,,,,,,,Full Width Pattern - Straight Match,13|1|0,,,,,,,,,,,Floral,6|1|0,,,,,,,,30000 Martindale,12|1|0,,,,,,,,,,,Metre,14|1|0,,,,,,,,,,,,,,,,,95Cm,8|1|0,,,,,140Cm,10|1|0,,,,,,,
John Derian Fabric The Rose - Sepia,variation-999536816-of-john-derian-fabric-the-rose,999535191,999536821,FJD6006-01,FJD6006-01-P,,,Free Shipping,,,,1416854198,,,0,Sepia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Derian Fabric The Rose - Tuberose,variation-999536821-of-john-derian-fabric-the-rose,999535191,999536823,FJD6006-02,FJD6006-01-P,,,Free Shipping,,,,1416755634,,,0,Tuberose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Derian Fabric The Rose - Swedish Blue,variation-999536825-of-john-derian-fabric-the-rose,999535191,999536825,FJD6006-03,FJD6006-01-P,,,Free Shipping,,,,1416847687,,,0,Swedish Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Derian Fabric Camellia Folly,john-derian-fabric-camellia-folly,,999535196,FJD6020-01-P,,Fabric > Curtains,,Free Shipping,,,yes,,2022-04-15T11:53:47+00:00,,0,,,,,,,,,,,,Delivery 3 weeks after ordering. Order now,15|1|0,,,,,,,,,,,,,,,,,John Derian Fabric,1|1|0,,,,,Picture Book Ii,2|1|0,,Parchment|Tuberose,4|1|1,Tuberose,60% Linen 30% Cotton 10% Polyamide,7|1|0,,,,,Free,16|1|0,,,,,Camellia Folly,3|1|0,,Modern Contemporary,5|1|0,,,,,"Blinds &amp; Accessories (Cushions &amp; Loose Covers), Drapery, Upholstery - General Domestic",11|1|0,,,,,,,,,,,,,,,,,,,,140Cm,9|1|0,,,,,,,,,,,,,,Full Width Pattern - Straight Match,13|1|0,,,,,,,,,,,Floral,6|1|0,,,,,,,,30000 Martindale,12|1|0,,,,,,,,,,,Metre,14|1|0,,,,,,,,,,,,,,,,,100Cm,8|1|0,,,,,140Cm,10|1|0,,,,,,,
John Derian Fabric Camellia Folly - Tuberose,variation-999536830-of-john-derian-fabric-camellia-folly,999535196,999536830,FJD6020-01,FJD6020-01-P,,,Free Shipping,,,,1416854866,,,0,Tuberose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Derian Fabric Camellia Folly - Parchment,variation-999536834-of-john-derian-fabric-camellia-folly,999535196,999536834,FJD6020-02,FJD6020-01-P,,,Free Shipping,,,,1416856590,,,0,Parchment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abaca 300Cm Unc,abaca-300cm-unc,,999535201,MK-ABA300UNCAS-P,,Fabric,,Free Shipping,,,yes,,2022-04-15T11:53:46+00:00,,0,,,,,,,,,,,,Due in 5-7 Days,10|1|0,,,,,,,,,,,,,,,,,Maurice Kain Fabric,1|1|0,,,,,Abaca,2|1|0,,Ash|Chalk|Charcoal|CINDER|Dove|DUCK|Flax|FOG|Frost|Ink|Natural|PEPPER|Shadow|Silver|Taupe,6|1|1,Ash,100% Polyester,3|1|0,,,,,Free,11|1|0,,ABACA,7|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metre,9|1|0,,,,,,,,,,,,,,,,,nil,5|1|0,,,,,300cm,4|1|0,,,,,,,
Abaca 300Cm Unc - Ash,variation-999536838-of-abaca-300cm-unc,999535201,999536838,MK-ABA300UNCAS,MK-ABA300UNCAS-P,,,Free Shipping,,,,1416859510,,,0,Ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abaca 300Cm Unc - Chalk,variation-999536840-of-abaca-300cm-unc,999535201,999536840,MK-ABA300UNCCH,MK-ABA300UNCAS-P,,,Free Shipping,,,,1416755635,,,0,Chalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abaca 300Cm Unc - Charcoal,variation-999536842-of-abaca-300cm-unc,999535201,999536842,MK-ABA300UNCCL,MK-ABA300UNCAS-P,,,Free Shipping,,,,1416752900,,,0,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abaca 300Cm Unc - CINDER,variation-999536844-of-abaca-300cm-unc,999535201,999536844,MK-ABA300UNCCN,MK-ABA300UNCAS-P,,,Free Shipping,,,,1416743790,,,0,CINDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abaca 300Cm Unc - Dove,variation-999536846-of-abaca-300cm-unc,999535201,999536846,MK-ABA300UNCDO,MK-ABA300UNCAS-P,,,Free Shipping,,,,1416848223,,,0,Dove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abaca 300Cm Unc - DUCK,variation-999536848-of-abaca-300cm-unc,999535201,999536848,MK-ABA300UNCDU,MK-ABA300UNCAS-P,,,Free Shipping,,,,1416846226,,,0,DUCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abaca 300Cm Unc - Flax,variation-999536850-of-abaca-300cm-unc,999535201,999536850,MK-ABA300UNCFL,MK-ABA300UNCAS-P,,,Free Shipping,,,,1416854195,,,0,Flax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abaca 300Cm Unc - FOG,variation-999536852-of-abaca-300cm-unc,999535201,999536852,MK-ABA300UNCFO,MK-ABA300UNCAS-P,,,Free Shipping,,,,1416850868,,,0,FOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abaca 300Cm Unc - Frost,variation-999536854-of-abaca-300cm-unc,999535201,999536854,MK-ABA300UNCFR,MK-ABA300UNCAS-P,,,Free Shipping,,,,1416857964,,,0,Frost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abaca 300Cm Unc - Ink,variation-999536856-of-abaca-300cm-unc,999535201,999536856,MK-ABA300UNCIN,MK-ABA300UNCAS-P,,,Free Shipping,,,,1416850869,,,0,Ink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abaca 300Cm Unc - Natural,variation-999536858-of-abaca-300cm-unc,999535201,999536858,MK-ABA300UNCNA,MK-ABA300UNCAS-P,,,Free Shipping,,,,1416850867,,,0,Natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abaca 300Cm Unc - PEPPER,variation-999536860-of-abaca-300cm-unc,999535201,999536860,MK-ABA300UNCPE,MK-ABA300UNCAS-P,,,Free Shipping,,,,1416853351,,,0,PEPPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abaca 300Cm Unc - Shadow,variation-999536862-of-abaca-300cm-unc,999535201,999536862,MK-ABA300UNCSH,MK-ABA300UNCAS-P,,,Free Shipping,,,,1416854862,,,0,Shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abaca 300Cm Unc - Silver,variation-999536864-of-abaca-300cm-unc,999535201,999536864,MK-ABA300UNCSI,MK-ABA300UNCAS-P,,,Free Shipping,,,,1416847676,,,0,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abaca 300Cm Unc - Taupe,variation-999536866-of-abaca-300cm-unc,999535201,999536866,MK-ABA300UNCTA,MK-ABA300UNCAS-P,,,Free Shipping,,,,1416855671,,,0,Taupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abbey 137Cm Unc,abbey-137cm-unc,,999535203,MK-ABB137UNCBR-P,,test cat > test cat 2,,Free Shipping,,,yes,,2022-04-15T11:53:40+00:00,,0,,,,,,,,,,,,Due in 5-7 Days,10|1|0,,,,,,,,,,,,,,,,,Maurice Kain Fabric,1|1|0,,,,,Abbey,2|1|0,,BREEZE|Celadon|Dusk|LILY,6|1|1,BREEZE,100% Cotton,3|1|0,,,,,Free,11|1|0,,ABBEY,7|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68cm approx.,8|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000 Martindale,12|1|0,,,,,,,,,,,Metre,9|1|0,,,,,,,,,,,,,,,,,60cm approx,5|1|0,,,,,137Cm,4|1|0,,,,,,,
Abbey 137Cm Unc - BREEZE,variation-999536868-of-abbey-137cm-unc,999535203,999536869,MK-ABB137UNCBR,MK-ABB137UNCBR-P,,,Free Shipping,,,,1416855672,,,0,BREEZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abbey 137Cm Unc - Celadon,variation-999536870-of-abbey-137cm-unc,999535203,999536871,MK-ABB137UNCCE,MK-ABB137UNCBR-P,,,Free Shipping,,,,1416847677,,,0,Celadon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abbey 137Cm Unc - Dusk,variation-999536872-of-abbey-137cm-unc,999535203,999536873,MK-ABB137UNCDU,MK-ABB137UNCBR-P,,,Free Shipping,,,,1416853352,,,0,Dusk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abbey 137Cm Unc - LILY,variation-999536874-of-abbey-137cm-unc,999535203,999536875,MK-ABB137UNCLI,MK-ABB137UNCBR-P,,,Free Shipping,,,,1416755619,,,0,LILY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anya 137Cm Unc,anya-137cm-unc,,999535205,MK-ANY137UNCCHAR-P,,test cat > test cat 2,,Free Shipping,,,yes,,2022-04-15T11:53:38+00:00,,0,,,,,,,,,,,,Due in 5-7 Days,10|1|0,,,,,,,,,,,,,,,,,Maurice Kain Fabric,1|1|0,,,,,Anya &amp; Primo,2|1|0,,Charcoal|Flax|Sky|SPRING|WHEAT,6|1|1,Charcoal,87% Polyester 13% Cotton,3|1|0,,,,,Free,11|1|0,,ANYA,7|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metre,9|1|0,,,,,,,,,,,,,,,,,43.5cm approx.,5|1|0,,,,,140Cm,4|1|0,,,,,,,
Anya 137Cm Unc - Charcoal,variation-999536876-of-anya-137cm-unc,999535205,999536878,MK-ANY137UNCCHAR,MK-ANY137UNCCHAR-P,,,Free Shipping,,,,1416857370,,,0,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anya 137Cm Unc - Flax,variation-999536878-of-anya-137cm-unc,999535205,999536880,MK-ANY137UNCFL,MK-ANY137UNCCHAR-P,,,Free Shipping,,,,1416852012,,,0,Flax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anya 137Cm Unc - Sky,variation-999536880-of-anya-137cm-unc,999535205,999536882,MK-ANY137UNCSK,MK-ANY137UNCCHAR-P,,,Free Shipping,,,,1416857371,,,0,Sky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anya 137Cm Unc - SPRING,variation-999536882-of-anya-137cm-unc,999535205,999536884,MK-ANY137UNCSP,MK-ANY137UNCCHAR-P,,,Free Shipping,,,,1416853344,,,0,SPRING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anya 137Cm Unc - WHEAT,variation-999536884-of-anya-137cm-unc,999535205,999536886,MK-ANY137UNCWH,MK-ANY137UNCCHAR-P,,,Free Shipping,,,,1416753275,,,0,WHEAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethereal 295Cm Unc,ethereal-295cm-unc,,999535207,MK-ETHE295CH-P,,test cat > test cat 2,,Free Shipping,,,yes,,2022-04-15T11:53:36+00:00,,0,,,,,,,,,,,,Due in 5-7 Days,10|1|0,,,,,,,,,,,,,,,,,Maurice Kain Fabric,1|1|0,,,,,Ethereal,2|1|0,,Charcoal|Natural,6|1|1,Charcoal,100% Polyester,3|1|0,,,,,Free,11|1|0,,ETHEREAL,7|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metre,9|1|0,,,,,,,,,,,,,,,,,59Cm,5|1|0,,,,,295cm,4|1|0,,,,,,,
Ethereal 295Cm Unc - Charcoal,variation-999536886-of-ethereal-295cm-unc,999535207,999536889,MK-ETHE295CH,MK-ETHE295CH-P,,,Free Shipping,,,,1416854192,,,0,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethereal 295Cm Unc - Natural,variation-999536888-of-ethereal-295cm-unc,999535207,999536891,MK-ETHE295NA,MK-ETHE295CH-P,,,Free Shipping,,,,1416755618,,,0,Natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleur 145Cm Unc,fleur-145cm-unc,,999535209,MK-FLE145UNCDR-P,,test cat > test cat 2,,Free Shipping,,,yes,,2022-04-15T11:53:34+00:00,,0,,,,,,,,,,,,Due in 5-7 Days,10|1|0,,,,,,,,,,,,,,,,,Maurice Kain Fabric,1|1|0,,,,,Fleur,2|1|0,,Driftwood|Duck Egg|EARL GREY|Pistachio,6|1|1,Driftwood,100% Cotton,3|1|0,,,,,Free,11|1|0,,FLEUR,7|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metre,9|1|0,,,,,,,,,,,,,,,,,62cm approx,5|1|0,,,,,136Cm,4|1|0,,,,,,,
